Algo | Batch | Fork_ms | Commit_ms | Merge_ms | Mem_MB
MVZD | 0 | 0 | 13.331 | 0 | 335.754
MVZD | 1 | 0 | 5.001 | 0 | 337.604
MVZD | 2 | 0 | 5.207 | 0 | 339.618
MVZD | 3 | 0 | 5.985 | 0 | 342.221
MVZD | 4 | 0 | 5.777 | 0 | 344.672
MVZD | 5 | 0 | 5.61 | 0 | 346.911
MVZD | 6 | 0 | 6.508 | 0 | 349.813
MVZD | 7 | 0 | 7.867 | 0 | 353.564
MVZD | 8 | 0 | 7.492 | 0 | 356.739
MVZD | 9 | 0 | 7.653 | 0 | 360.211
MVZD | 10 | 0 | 8.17 | 0 | 363.973
MVZD | 11 | 0 | 8.187 | 0 | 367.6
MVZD | 12 | 0 | 6.273 | 0 | 370.136
MVZD | 13 | 0 | 6.481 | 0 | 372.907
MVZD | 14 | 0 | 5.258 | 0 | 375.052
MVZD | 15 | 0 | 6.491 | 0 | 377.925
MVZD | 16 | 0 | 7.97 | 0 | 381.75
MVZD | 17 | 0 | 8.36 | 0 | 385.86
MVZD | 18 | 0 | 7.731 | 0 | 389.466
MVZD | 19 | 0 | 7.704 | 0 | 393.064
MVZD | 20 | 0 | 8.895 | 0 | 397.506
MVZD | 21 | 0 | 6.781 | 0 | 400.356
MVZD | 22 | 0 | 5.669 | 0 | 402.635
MVZD | 23 | 0 | 6.006 | 0 | 405.076
MVZD | 24 | 0 | 4.784 | 0 | 406.808
MVZD | 25 | 0 | 5.389 | 0 | 408.786
MVZD | 26 | 0 | 5.178 | 0 | 410.475
MVZD | 27 | 0 | 6.79 | 0 | 413.374
MVZD | 28 | 0 | 9.113 | 0 | 417.242
MVZD | 29 | 0 | 7.483 | 0 | 420.306
MVZD | 30 | 0 | 6.238 | 0 | 422.843
MVZD | 31 | 0 | 9.433 | 0 | 427.41
MVZD | SUMMARY | 0 | 0 | 473.889 | 511.635
