Trees	Build	Incremental Insert						Query after Inc. Ins.						Incremental Delete						Query after Inc. Del.					
		100%	50%	25%	12.5%	6.25%	3.125%	KNN_1	KNN_10	KNN_100	Range_Small	Range_Med	Range_Large	100%	50%	25%	12.5%	6.25%	3.125%	KNN_1	KNN_10	KNN_100	Range_Small	Range_Med	Range_Large
MVZD	0.0387	780.016	1063.229	1495.862	2435.818	4399.111	8613.348	0.0009	0.0016	0.0111	0.0015	0.0189	0.1123	718.535	1035.472	1545.17	2499.33	4500.84	8624.907	0.0009	0.0016	0.011	0.0014	0.0138	0.0918
CPAMBB	0.1127	941.004	1363.097	2150.076	3868.24	7288.535	14105.728	0.0063	0.0342	0.1661	0.0041	0.029	0.1246	920.984	1427.74	2367.714	4262.824	8047.056	15863.742	0.0062	0.0311	0.152	0.0038	0.0243	0.1065
Rlog_1yr	0.1134	670.352	636.371	634.34	621.306	678.155	630.719	0.0039	0.0049	0.0199	0.0013	0.0149	0.0813	627.392	630.231	649.948	625.594	623.956	637.72	0.004	0.0049	0.0196	0.0013	0.0109	0.0631
Rlog_2yr	0.1134	644.695	703.797	648.486	634.326	640.066	633.15	0.004	0.0051	0.0209	0.0013	0.0199	0.0862	21.693	27.262	19.942	20.494	20.12	23.168	0.0049	0.0074	0.0279	0.0024	0.0686	0.407
Rlog_3yr	0.1134	50.715	52.411	49.865	40.844	40.88	39.881	7.5214	7.1996	7.2772	5.0974	5.1449	5.366	694.099	718.03	699.37	738.828	689.713	705.144	0.0038	0.0049	0.0194	0.0013	0.0109	0.0643
Rlog_4yr	0.1134	51.435	49.466	56.145	41.347	40.451	40.219	7.2008	7.2206	7.2964	5.2668	4.8201	5.2225	21.331	26.858	19.943	19.41	20.828	23.011	0.0051	0.0073	0.0281	0.0024	0.0747	0.4216
Rlog_5yr	0.1134	49.756	52.275	49.618	40.291	39.835	39.618	7.246	7.2424	7.5496	5.1451	5.1842	5.2178	29.756	45.059	31.229	24.502	34.059	35.266	0.005	0.0076	0.0322	0.0029	0.0927	0.5333
Rlog_NoSnap	0.1134	49.996	50.745	50.027	42.708	39.597	39.735	7.2398	7.4176	7.2958	5.1254	5.1319	5.2075	30.435	42.593	24.358	25.32	34.773	35.043	69.3167	69.0693	69.0523	67.8204	68.3025	68.006
