Algo | Batch | Fork_ms | Commit_ms | Merge_ms | Mem_MB
MVZD | 15 | 0 | 2.34 | 0 | 660.85
MVZD | 14 | 0 | 3.018 | 0 | 661.888
MVZD | 13 | 0 | 3.493 | 0 | 663.043
MVZD | 12 | 0 | 1.955 | 0 | 663.724
MVZD | 11 | 0 | 3.657 | 0 | 665.085
MVZD | 10 | 0 | 2.75 | 0 | 665.955
MVZD | 9 | 0 | 1.34 | 0 | 666.23
MVZD | 8 | 0 | 1.756 | 0 | 666.659
MVZD | 7 | 0 | 1.526 | 0 | 667.028
MVZD | 6 | 0 | 2.588 | 0 | 668.001
MVZD | 5 | 0 | 1.753 | 0 | 668.527
MVZD | 4 | 0 | 1.8 | 0 | 669.038
MVZD | 3 | 0 | 1.922 | 0 | 669.659
MVZD | 2 | 0 | 2.101 | 0 | 670.288
MVZD | 1 | 0 | 2.843 | 0 | 671.393
MVZD | 0 | 0 | 3.447 | 0 | 672.896
MVZD | SUMMARY | 0 | 0 | 77.544 | 680.983
