Algo | Batch | Fork_ms | Commit_ms | Merge_ms | Mem_MB
CPAMBB | 15 | 0 | 24.047 | 0 | 1194.02
CPAMBB | 14 | 0 | 22.752 | 0 | 1207.16
CPAMBB | 13 | 0 | 13.65 | 0 | 1212.03
CPAMBB | 12 | 0 | 11.009 | 0 | 1214.77
CPAMBB | 11 | 0 | 15.952 | 0 | 1222.28
CPAMBB | 10 | 0 | 22.111 | 0 | 1235.3
CPAMBB | 9 | 0 | 22.8 | 0 | 1248.19
CPAMBB | 8 | 0 | 25.365 | 0 | 1263.37
CPAMBB | 7 | 0 | 15.628 | 0 | 1269.56
CPAMBB | 6 | 0 | 16.22 | 0 | 1276.63
CPAMBB | 5 | 0 | 21.538 | 0 | 1288.74
CPAMBB | 4 | 0 | 22.057 | 0 | 1300.98
CPAMBB | 3 | 0 | 20.461 | 0 | 1311.58
CPAMBB | 2 | 0 | 13.452 | 0 | 1316.12
CPAMBB | 1 | 0 | 14.761 | 0 | 1322.67
CPAMBB | 0 | 0 | 34.282 | 0 | 1346.65
CPAMBB | SUMMARY | 0 | 0 | 2118.01 | 1434.26
