Algo | Batch | Fork_ms | Commit_ms | Merge_ms | Mem_MB
Rlog_NoSnap | 0 | 0 | 1.779 | 0 | 29.6926
Rlog_NoSnap | 1 | 0 | 0.189 | 0 | 32.6543
Rlog_NoSnap | 2 | 0 | 0.139 | 0 | 35.6161
Rlog_NoSnap | 3 | 0 | 0.147 | 0 | 38.5778
Rlog_NoSnap | 4 | 0 | 0.128 | 0 | 41.5396
Rlog_NoSnap | 5 | 0 | 0.129 | 0 | 44.5013
Rlog_NoSnap | 6 | 0 | 0.126 | 0 | 47.4631
Rlog_NoSnap | 7 | 0 | 0.123 | 0 | 50.4248
Rlog_NoSnap | 8 | 0 | 0.197 | 0 | 53.3866
Rlog_NoSnap | 9 | 0 | 0.122 | 0 | 56.3483
Rlog_NoSnap | 10 | 0 | 0.124 | 0 | 59.3101
Rlog_NoSnap | 11 | 0 | 0.122 | 0 | 62.2719
Rlog_NoSnap | 12 | 0 | 0.123 | 0 | 65.2336
Rlog_NoSnap | 13 | 0 | 0.122 | 0 | 68.1954
Rlog_NoSnap | 14 | 0 | 0.122 | 0 | 71.1571
Rlog_NoSnap | 15 | 0 | 0.119 | 0 | 74.1188
Rlog_NoSnap | SUMMARY | 0 | 0 | 51.641 | 121.507
