Algo | Batch | Fork_ms | Commit_ms | Merge_ms | Mem_MB
Rlog_NoSnap | 0 | 0 | 0.516 | 0 | 28.2117
Rlog_NoSnap | 1 | 0 | 0.06 | 0 | 29.6926
Rlog_NoSnap | 2 | 0 | 0.06 | 0 | 31.1735
Rlog_NoSnap | 3 | 0 | 0.058 | 0 | 32.6544
Rlog_NoSnap | 4 | 0 | 0.058 | 0 | 34.1352
Rlog_NoSnap | 5 | 0 | 0.058 | 0 | 35.6161
Rlog_NoSnap | 6 | 0 | 0.057 | 0 | 37.097
Rlog_NoSnap | 7 | 0 | 0.057 | 0 | 38.5779
Rlog_NoSnap | 8 | 0 | 0.059 | 0 | 40.0588
Rlog_NoSnap | 9 | 0 | 0.057 | 0 | 41.5397
Rlog_NoSnap | 10 | 0 | 0.057 | 0 | 43.0206
Rlog_NoSnap | 11 | 0 | 0.057 | 0 | 44.5015
Rlog_NoSnap | 12 | 0 | 0.059 | 0 | 45.9824
Rlog_NoSnap | 13 | 0 | 0.057 | 0 | 47.4632
Rlog_NoSnap | 14 | 0 | 0.057 | 0 | 48.9441
Rlog_NoSnap | 15 | 0 | 0.057 | 0 | 50.425
Rlog_NoSnap | 16 | 0 | 0.057 | 0 | 51.9059
Rlog_NoSnap | 17 | 0 | 0.056 | 0 | 53.3868
Rlog_NoSnap | 18 | 0 | 0.058 | 0 | 54.8677
Rlog_NoSnap | 19 | 0 | 0.057 | 0 | 56.3486
Rlog_NoSnap | 20 | 0 | 0.057 | 0 | 57.8295
Rlog_NoSnap | 21 | 0 | 0.058 | 0 | 59.3103
Rlog_NoSnap | 22 | 0 | 0.057 | 0 | 60.7912
Rlog_NoSnap | 23 | 0 | 0.058 | 0 | 62.2721
Rlog_NoSnap | 24 | 0 | 0.059 | 0 | 63.753
Rlog_NoSnap | 25 | 0 | 0.057 | 0 | 65.2339
Rlog_NoSnap | 26 | 0 | 0.057 | 0 | 66.7148
Rlog_NoSnap | 27 | 0 | 0.058 | 0 | 68.1957
Rlog_NoSnap | 28 | 0 | 0.057 | 0 | 69.6766
Rlog_NoSnap | 29 | 0 | 0.058 | 0 | 71.1575
Rlog_NoSnap | 30 | 0 | 0.056 | 0 | 72.6383
Rlog_NoSnap | 31 | 0 | 0.057 | 0 | 74.1188
Rlog_NoSnap | SUMMARY | 0 | 0 | 53.419 | 121.507
