Algo | Batch | Fork_ms | Commit_ms | Merge_ms | Mem_MB
MVZD | 31 | 0 | 3.211 | 0 | 690.775
MVZD | 30 | 0 | 3.572 | 0 | 692.674
MVZD | 29 | 0 | 3.302 | 0 | 694.565
MVZD | 28 | 0 | 2.769 | 0 | 695.837
MVZD | 27 | 0 | 2.006 | 0 | 696.421
MVZD | 26 | 0 | 3.113 | 0 | 697.763
MVZD | 25 | 0 | 2.956 | 0 | 699.099
MVZD | 24 | 0 | 2.199 | 0 | 699.864
MVZD | 23 | 0 | 2.978 | 0 | 700.881
MVZD | 22 | 0 | 2.328 | 0 | 701.63
MVZD | 21 | 0 | 1.485 | 0 | 701.885
MVZD | 20 | 0 | 1.926 | 0 | 702.262
MVZD | 19 | 0 | 1.584 | 0 | 702.574
MVZD | 18 | 0 | 2.382 | 0 | 703.201
MVZD | 17 | 0 | 2.499 | 0 | 703.918
MVZD | 16 | 0 | 2.135 | 0 | 704.46
MVZD | 15 | 0 | 1.783 | 0 | 704.872
MVZD | 14 | 0 | 2.339 | 0 | 705.479
MVZD | 13 | 0 | 2.213 | 0 | 706.014
MVZD | 12 | 0 | 1.976 | 0 | 706.538
MVZD | 11 | 0 | 2.039 | 0 | 707.061
MVZD | 10 | 0 | 2.561 | 0 | 707.831
MVZD | 9 | 0 | 2.25 | 0 | 708.517
MVZD | 8 | 0 | 2.039 | 0 | 709.08
MVZD | 7 | 0 | 2.124 | 0 | 709.733
MVZD | 6 | 0 | 2.42 | 0 | 710.515
MVZD | 5 | 0 | 2.197 | 0 | 711.109
MVZD | 4 | 0 | 2.091 | 0 | 711.624
MVZD | 3 | 0 | 3.196 | 0 | 712.74
MVZD | 2 | 0 | 3.782 | 0 | 714.132
MVZD | 1 | 0 | 5.245 | 0 | 716.539
MVZD | 0 | 0 | 4.417 | 0 | 718.449
MVZD | SUMMARY | 0 | 0 | 3834.68 | 733.749
