Algo | Batch | Fork_ms | Commit_ms | Merge_ms | Mem_MB
CPAMBB | 0 | 0 | 7.068 | 0 | 688.961
CPAMBB | 1 | 0 | 5.734 | 0 | 694.885
CPAMBB | 2 | 0 | 4.478 | 0 | 698.175
CPAMBB | 3 | 0 | 4.767 | 0 | 701.826
CPAMBB | 4 | 0 | 4.532 | 0 | 704.993
CPAMBB | 5 | 0 | 4.683 | 0 | 708.255
CPAMBB | 6 | 0 | 4.515 | 0 | 711.243
CPAMBB | 7 | 0 | 4.589 | 0 | 714.272
CPAMBB | 8 | 0 | 4.908 | 0 | 717.819
CPAMBB | 9 | 0 | 4.65 | 0 | 720.893
CPAMBB | 10 | 0 | 4.046 | 0 | 722.894
CPAMBB | 11 | 0 | 5.784 | 0 | 728.068
CPAMBB | 12 | 0 | 6.499 | 0 | 734.772
CPAMBB | 13 | 0 | 6.455 | 0 | 740.935
CPAMBB | 14 | 0 | 8.852 | 0 | 751.227
CPAMBB | 15 | 0 | 8.374 | 0 | 760.44
CPAMBB | SUMMARY | 0 | 0 | 5277.31 | 815.119
