Algo | Batch | Fork_ms | Commit_ms | Merge_ms | Mem_MB
Rlog_4yr | 31 | 0 | 0.005 | 0 | 327.234
Rlog_4yr | 30 | 0 | 0.003 | 0 | 327.234
Rlog_4yr | 29 | 0 | 0.003 | 0 | 327.234
Rlog_4yr | 28 | 0 | 0.003 | 0 | 327.234
Rlog_4yr | 27 | 0 | 0.003 | 0 | 327.234
Rlog_4yr | 26 | 0 | 0.003 | 0 | 327.234
Rlog_4yr | 25 | 0 | 0.003 | 0 | 327.234
Rlog_4yr | 24 | 0 | 0.003 | 0 | 327.234
Rlog_4yr | 23 | 0 | 0.002 | 0 | 327.234
Rlog_4yr | 22 | 0 | 0.003 | 0 | 327.234
Rlog_4yr | 21 | 0 | 0.002 | 0 | 327.234
Rlog_4yr | 20 | 0 | 0.002 | 0 | 327.234
Rlog_4yr | 19 | 0 | 0.002 | 0 | 327.234
Rlog_4yr | 18 | 0 | 0.002 | 0 | 327.234
Rlog_4yr | 17 | 0 | 0.003 | 0 | 327.234
Rlog_4yr | 16 | 0 | 0.003 | 0 | 327.234
Rlog_4yr | 15 | 0 | 0.002 | 0 | 327.234
Rlog_4yr | 14 | 0 | 0.002 | 0 | 327.234
Rlog_4yr | 13 | 0 | 0.002 | 0 | 327.234
Rlog_4yr | 12 | 0 | 0.002 | 0 | 327.234
Rlog_4yr | 11 | 0 | 0.003 | 0 | 324.051
Rlog_4yr | 10 | 0 | 0.003 | 0 | 324.051
Rlog_4yr | 9 | 0 | 0.002 | 0 | 324.305
Rlog_4yr | 8 | 0 | 0.002 | 0 | 324.305
Rlog_4yr | 7 | 0 | 0.002 | 0 | 324.305
Rlog_4yr | 6 | 0 | 0.002 | 0 | 324.562
Rlog_4yr | 5 | 0 | 0.003 | 0 | 324.562
Rlog_4yr | 4 | 0 | 0.002 | 0 | 324.82
Rlog_4yr | 3 | 0 | 0.002 | 0 | 324.82
Rlog_4yr | 2 | 0 | 0.003 | 0 | 324.82
Rlog_4yr | 1 | 0 | 0.002 | 0 | 325.078
Rlog_4yr | 0 | 0 | 0.003 | 0 | 325.078
Rlog_4yr | SUMMARY | 0 | 0 | 4.708 | 333.328
