Algo | Batch | Fork_ms | Commit_ms | Merge_ms | Mem_MB
MVZD | 0 | 0 | 1.664 | 0 | 626.679
MVZD | 1 | 0 | 0.611 | 0 | 627.19
MVZD | 2 | 0 | 0.518 | 0 | 627.589
MVZD | 3 | 0 | 0.228 | 0 | 627.747
MVZD | 4 | 0 | 0.301 | 0 | 627.987
MVZD | 5 | 0 | 0.387 | 0 | 628.302
MVZD | 6 | 0 | 0.695 | 0 | 628.822
MVZD | 7 | 0 | 0.824 | 0 | 629.431
MVZD | 8 | 0 | 0.911 | 0 | 630.116
MVZD | 9 | 0 | 0.722 | 0 | 630.659
MVZD | 10 | 0 | 0.841 | 0 | 631.304
MVZD | 11 | 0 | 0.323 | 0 | 631.569
MVZD | 12 | 0 | 0.421 | 0 | 631.913
MVZD | 13 | 0 | 0.341 | 0 | 632.202
MVZD | 14 | 0 | 0.428 | 0 | 632.547
MVZD | 15 | 0 | 0.501 | 0 | 632.991
MVZD | 16 | 0 | 0.522 | 0 | 633.379
MVZD | 17 | 0 | 0.528 | 0 | 633.794
MVZD | 18 | 0 | 0.415 | 0 | 634.135
MVZD | 19 | 0 | 0.61 | 0 | 634.603
MVZD | 20 | 0 | 0.4 | 0 | 634.91
MVZD | 21 | 0 | 0.459 | 0 | 635.299
MVZD | 22 | 0 | 0.442 | 0 | 635.664
MVZD | 23 | 0 | 0.407 | 0 | 636.003
MVZD | 24 | 0 | 0.627 | 0 | 636.458
MVZD | 25 | 0 | 0.775 | 0 | 636.966
MVZD | 26 | 0 | 1.333 | 0 | 637.829
MVZD | 27 | 0 | 0.847 | 0 | 638.384
MVZD | 28 | 0 | 0.599 | 0 | 638.757
MVZD | 29 | 0 | 0.661 | 0 | 639.109
MVZD | 30 | 0 | 0.521 | 0 | 639.499
MVZD | 31 | 0 | 0.817 | 0 | 639.998
MVZD | SUMMARY | 0 | 0 | 830.377 | 651.065
