Algo | Batch | Fork_ms | Commit_ms | Merge_ms | Mem_MB
CPAMBB | 0 | 0 | 41.077 | 0 | 52.9528
CPAMBB | 1 | 0 | 29.054 | 0 | 65.4374
CPAMBB | 2 | 0 | 38.27 | 0 | 86.3003
CPAMBB | 3 | 0 | 28.528 | 0 | 97.7789
CPAMBB | 4 | 0 | 29.548 | 0 | 109.487
CPAMBB | 5 | 0 | 25.707 | 0 | 118.403
CPAMBB | 6 | 0 | 25.698 | 0 | 127.277
CPAMBB | 7 | 0 | 26.121 | 0 | 137.453
CPAMBB | 8 | 0 | 24.435 | 0 | 146.291
CPAMBB | 9 | 0 | 25.728 | 0 | 155.025
CPAMBB | 10 | 0 | 38.554 | 0 | 174.598
CPAMBB | 11 | 0 | 26.543 | 0 | 184.468
CPAMBB | 12 | 0 | 29.327 | 0 | 196.505
CPAMBB | 13 | 0 | 32.096 | 0 | 210.623
CPAMBB | 14 | 0 | 27.193 | 0 | 220.367
CPAMBB | 15 | 0 | 28.136 | 0 | 231.918
CPAMBB | SUMMARY | 0 | 0 | 8023.82 | 368.758
