Algo | Batch | Fork_ms | Commit_ms | Merge_ms | Mem_MB
Rlog_2yr | 0 | 0 | 1.838 | 0 | 29.6926
Rlog_2yr | 1 | 0 | 0.833 | 0 | 32.6543
Rlog_2yr | 2 | 0 | 0.129 | 0 | 35.6161
Rlog_2yr | 3 | 0 | 0.137 | 0 | 38.5778
Rlog_2yr | 4 | 0 | 0.126 | 0 | 41.5396
Rlog_2yr | 5 | 0 | 0.122 | 0 | 44.5013
Rlog_2yr | 6 | 0 | 0.126 | 0 | 47.4631
Rlog_2yr | 7 | 0 | 0.121 | 0 | 50.4248
Rlog_2yr | 8 | 0 | 0.12 | 0 | 53.3866
Rlog_2yr | 9 | 0 | 0.119 | 0 | 56.3483
Rlog_2yr | 10 | 0 | 0.134 | 0 | 59.3101
Rlog_2yr | 11 | 0 | 0.123 | 0 | 62.2719
Rlog_2yr | 12 | 0 | 0.125 | 0 | 65.2336
Rlog_2yr | 13 | 0 | 0.122 | 0 | 68.1954
Rlog_2yr | 14 | 0 | 0.127 | 0 | 71.1571
Rlog_2yr | 15 | 0 | 0.121 | 0 | 74.1188
Rlog_2yr | SUMMARY | 0 | 0 | 50.789 | 121.507
