Algo | Batch | Fork_ms | Commit_ms | Merge_ms | Mem_MB
MVZD | 0 | 0 | 30.602 | 0 | 48.7543
MVZD | 1 | 0 | 28.085 | 0 | 58.4961
MVZD | 2 | 0 | 32.644 | 0 | 71.3601
MVZD | 3 | 0 | 27.453 | 0 | 80.7014
MVZD | 4 | 0 | 28.821 | 0 | 90.6399
MVZD | 5 | 0 | 25.396 | 0 | 99.5706
MVZD | 6 | 0 | 25.724 | 0 | 108.425
MVZD | 7 | 0 | 25.898 | 0 | 117.213
MVZD | 8 | 0 | 24.4 | 0 | 125.461
MVZD | 9 | 0 | 24.187 | 0 | 133.49
MVZD | 10 | 0 | 32.101 | 0 | 145.697
MVZD | 11 | 0 | 25.926 | 0 | 154.569
MVZD | 12 | 0 | 27.244 | 0 | 164.378
MVZD | 13 | 0 | 28.266 | 0 | 174.747
MVZD | 14 | 0 | 24.871 | 0 | 183.283
MVZD | 15 | 0 | 26.215 | 0 | 192.584
MVZD | SUMMARY | 0 | 0 | 10039.6 | 326.197
