Algo | Batch | Fork_ms | Commit_ms | Merge_ms | Mem_MB
CPAMBB | 15 | 0 | 1.763 | 0 | 1005.24
CPAMBB | 14 | 0 | 2.741 | 0 | 1008.96
CPAMBB | 13 | 0 | 2.681 | 0 | 1012.58
CPAMBB | 12 | 0 | 2.06 | 0 | 1014.74
CPAMBB | 11 | 0 | 3.578 | 0 | 1019.62
CPAMBB | 10 | 0 | 2.909 | 0 | 1022.61
CPAMBB | 9 | 0 | 1.525 | 0 | 1023.24
CPAMBB | 8 | 0 | 1.605 | 0 | 1024.39
CPAMBB | 7 | 0 | 2.237 | 0 | 1025.29
CPAMBB | 6 | 0 | 4.784 | 0 | 1028.12
CPAMBB | 5 | 0 | 2.778 | 0 | 1029.46
CPAMBB | 4 | 0 | 2.92 | 0 | 1030.91
CPAMBB | 3 | 0 | 3.524 | 0 | 1032.78
CPAMBB | 2 | 0 | 3.289 | 0 | 1034.54
CPAMBB | 1 | 0 | 5.636 | 0 | 1038.06
CPAMBB | 0 | 0 | 7.081 | 0 | 1042.9
CPAMBB | SUMMARY | 0 | 0 | 4897.84 | 1065.74
